x,y,z
0.000000769522,0.000001539044,39.952774194158
0.999584870916,1.999169741832,40.999951841476
1.999993612173,3.999987224346,41.999992443739
2.999999933891,5.999999867781,42.999999935873
3.999999999592,7.999999999185,43.999999999590
4.999999999998,9.999999999997,44.999999999998
6.000000000000,12.000000000000,46.000000000000
7.000000000000,14.000000000000,47.000000000000
8.000000000000,16.000000000000,48.000000000000
9.000000000000,18.000000000000,49.000000000000
10.000000000000,20.000000000000,50.000000000000
11.000000000000,22.000000000000,51.000000000000
12.000000000000,24.000000000000,52.000000000000
13.000000000000,26.000000000000,53.000000000000
14.000000000011,28.000000000021,54.000000000011
15.000000002457,30.000000004914,55.000000002457
16.000000389317,32.000000778634,56.000000389317
17.000038077756,34.000076155512,57.000038077756
18.001974012592,36.003948025185,58.001974012592
19.045269103034,38.090538206067,59.045269103034
19.954359598726,39.908719197452,0.000051010783
20.998391210732,41.996782421464,0.998053089017
21.999967931571,43.999935863142,1.999969058400
22.999999675855,45.999999351711,2.999999673893
23.999999997969,47.999999995938,3.999999997971
25.000000002448,50.000000004896,5.000000002448
26.000000389317,52.000000778634,6.000000389317
27.000038077756,54.000076155512,7.000038077756
28.001974012592,56.003948025185,8.001974012592
29.045269103034,58.090538206067,9.045269103034
29.953171312979,0.000147132678,9.953171312979
30.999560642290,1.998395297174,10.999560642290
31.999986584645,3.999975518146,11.999986584645
32.999999875700,5.999999747374,12.999999875700
33.999999999228,7.999999998460,13.999999999228
35.000000001234,10.000000002468,15.000000001234
36.000000196775,12.000000393549,16.000000196775
37.000019371332,14.000038742664,17.000019371332
38.001016077452,16.002032154903,18.001016077452
39.022609846157,18.045219692314,19.022609846157
40.023070618685,20.046141237370,20.023070618685
41.000555602017,22.001111204035,21.000555602017
42.000005145351,24.000010290702,22.000005145351
43.000000025700,26.000000051399,23.000000025700
44.000000000080,28.000000000160,24.000000000080
45.000000000000,30.000000000000,25.000000000000
46.000000000000,32.000000000000,26.000000000000
47.000000000000,34.000000000000,27.000000000000
48.000000000000,36.000000000000,28.000000000000
49.000000000000,38.000000000000,29.000000000000
50.000000000000,40.000000000000,30.000000000000
51.000000000000,42.000000000000,31.000000000000
52.000000000000,44.000000000000,32.000000000000
53.000000000000,46.000000000000,33.000000000000
54.000000000000,48.000000000000,34.000000000000
55.000000000079,50.000000000158,35.000000000079
56.000000025143,52.000000050285,36.000000025143
57.000004966727,54.000009933453,37.000004966727
58.000521862795,56.001043725590,38.000521862795
59.023113937840,58.046227875680,39.023113937840
0.000000769522,0.000001539044,39.952774194158
0.999584870916,1.999169741832,40.999951841476
1.999993612173,3.999987224346,41.999992443739
2.999999933891,5.999999867781,42.999999935873
3.999999999592,7.999999999185,43.999999999590
4.999999999998,9.999999999997,44.999999999998
6.000000000000,12.000000000000,46.000000000000
7.000000000000,14.000000000000,47.000000000000
8.000000000000,16.000000000000,48.000000000000
9.000000000000,18.000000000000,49.000000000000
10.000000000000,20.000000000000,50.000000000000
11.000000000000,22.000000000000,51.000000000000
12.000000000000,24.000000000000,52.000000000000
13.000000000000,26.000000000000,53.000000000000
14.000000000011,28.000000000021,54.000000000011
15.000000002457,30.000000004914,55.000000002457
16.000000389317,32.000000778634,56.000000389317
17.000038077756,34.000076155512,57.000038077756
18.001974012592,36.003948025185,58.001974012592
19.045269103034,38.090538206067,59.045269103034
19.954359598726,39.908719197452,0.000051010783
20.998391210732,41.996782421464,0.998053089017
21.999967931571,43.999935863142,1.999969058400
22.999999675855,45.999999351711,2.999999673893
23.999999997969,47.999999995938,3.999999997971
25.000000002448,50.000000004896,5.000000002448
26.000000389317,52.000000778634,6.000000389317
27.000038077756,54.000076155512,7.000038077756
28.001974012592,56.003948025185,8.001974012592
29.045269103034,58.090538206067,9.045269103034
29.953171312979,0.000147132678,9.953171312979
30.999560642290,1.998395297174,10.999560642290
31.999986584645,3.999975518146,11.999986584645
32.999999875700,5.999999747374,12.999999875700
33.999999999228,7.999999998460,13.999999999228
35.000000001234,10.000000002468,15.000000001234
36.000000196775,12.000000393549,16.000000196775
37.000019371332,14.000038742664,17.000019371332
38.001016077452,16.002032154903,18.001016077452
39.022609846157,18.045219692314,19.022609846157
x,y,z
0.954730896966,0.909461793933,39.954730896966
1.998025987408,2.996051974815,40.998025987408
2.999961922244,4.999923844488,41.999961922244
3.999999610683,6.999999221366,42.999999610683
4.999999997543,8.999999995086,43.999999997543
5.999999999989,10.999999999979,44.999999999989
7.000000000000,13.000000000000,46.000000000000
8.000000000000,15.000000000000,47.000000000000
9.000000000000,17.000000000000,48.000000000000
10.000000000000,19.000000000000,49.000000000000
11.000000000000,21.000000000000,50.000000000000
12.000000000000,23.000000000000,51.000000000000
13.000000000000,25.000000000000,52.000000000000
14.000000000000,27.000000000000,53.000000000000
15.000000000011,29.000000000021,54.000000000011
16.000000002457,31.000000004914,55.000000002457
17.000000389317,33.000000778634,56.000000389317
18.000038077756,35.000076155512,57.000038077756
19.001974012592,37.003948025185,58.001974012592
20.045269103034,39.090538206067,59.045269103034
20.954359598726,40.908719197452,0.000051010783
21.998391210732,42.996782421464,0.998053089017
22.999967931571,44.999935863142,1.999969058400
23.999999675855,46.999999351711,2.999999673893
24.999999997969,48.999999995938,3.999999997971
26.000000002448,51.000000004896,5.000000002448
27.000000389317,53.000000778634,6.000000389317
28.000038077756,55.000076155512,7.000038077756
29.001974012592,57.003948025185,8.001974012592
30.045269103034,59.090538206067,9.045269103034
30.954730896966,0.909461793933,9.954730896966
31.998025987408,2.996051974815,10.998025987408
32.999961922244,4.999923844488,11.999961922244
33.999999610683,6.999999221366,12.999999610683
34.999999997548,8.999999995097,13.999999997548
36.000000001227,11.000000002454,15.000000001227
37.000000196775,13.000000393549,16.000000196775
38.000019371332,15.000038742664,17.000019371332
39.001016077452,17.002032154903,18.001016077452
40.022609846157,19.045219692314,19.022609846157
41.023070618685,21.046141237370,20.023070618685
42.000555602017,23.001111204035,21.000555602017
43.000005145351,25.000010290702,22.000005145351
44.000000025700,27.000000051399,23.000000025700
45.000000000080,29.000000000160,24.000000000080
46.000000000000,31.000000000000,25.000000000000
47.000000000000,33.000000000000,26.000000000000
48.000000000000,35.000000000000,27.000000000000
49.000000000000,37.000000000000,28.000000000000
50.000000000000,39.000000000000,29.000000000000
51.000000000000,41.000000000000,30.000000000000
52.000000000000,43.000000000000,31.000000000000
53.000000000000,45.000000000000,32.000000000000
54.000000000000,47.000000000000,33.000000000000
55.000000000079,49.000000000158,34.000000000079
56.000000025143,51.000000050285,35.000000025143
57.000004966727,53.000009933453,36.000004966727
58.000521862795,55.001043725590,37.000521862795
59.023113937840,57.046227875680,38.023113937840
0.000000000000,59.000000000000,39.000000000000
0.954730896966,0.909461793933,39.954730896966
1.998025987408,2.996051974815,40.998025987408
2.999961922244,4.999923844488,41.999961922244
3.999999610683,6.999999221366,42.999999610683
4.999999997543,8.999999995086,43.999999997543
5.999999999989,10.999999999979,44.999999999989
7.000000000000,13.000000000000,46.000000000000
8.000000000000,15.000000000000,47.000000000000
9.000000000000,17.000000000000,48.000000000000
10.000000000000,19.000000000000,49.000000000000
11.000000000000,21.000000000000,50.000000000000
12.000000000000,23.000000000000,51.000000000000
